TF	interaction	target_gene	regulation
MYOD1	ii	CCNB1	Inhibition
MYOD1	ii	CCND1	Inhibition
MYOD1	aa	CCND3	Activation
MYOD1	aa	CDH15	Activation
MYOD1	aa	CDKN1A	Activation
MYOD1	ii	CEBPA	Inhibition
MYOD1	aa	CHRNB1	Activation
MYOD1	aa	CHRNG	Activation
MYOD1	aa	CKM	Activation
MYOD1	aa	CORO1C	Activation
MYOD1	aa	CRABP2	Activation
MYOD1	aa	DES	Activation
MYOD1	aa	DMD	Activation
MYOD1	aa	DPYSL3	Activation
MYOD1	aa	EIF2AK2	Activation
MYOD1	aa	EYA2	Activation
MYOD1	aa	FBXO32	Activation
MYOD1	aa	FGF4	Activation
MYOD1	aa	FGFR4	Activation
MYOD1	aa	GRN	Activation
MYOD1	aa	HBEGF	Activation
MYOD1	aa	HES6	Activation
MYOD1	aa	ID2	Activation
MYOD1	aa	ID3	Activation
MYOD1	aa	IFI16	Activation
MYOD1	aa	IGF1	Activation
MYOD1	aa	ITGA7	Activation
MYOD1	aa	JAG2	Activation
MYOD1	ii	JUN	Inhibition
MYOD1	aa	KLHL40	Activation
MYOD1	aa	KLHL41	Activation
MYOD1	aa	LDB3	Activation
MYOD1	aa	MAFB	Activation
MYOD1	aa	MEF2A	Activation
MYOD1	aa	MEF2C	Activation
MYOD1	aa	MEOX1	Activation
MYOD1	aa	MIR11	Activation
MYOD1	aa	MIR12	Activation
MYOD1	aa	MIR133A1	Activation
MYOD1	aa	MIR133A2	Activation
MYOD1	aa	MIR206	Activation
MYOD1	aa	MIR29B2	Activation
MYOD1	aa	MIR29C	Activation
MYOD1	aa	MIR378A	Activation
MYOD1	aa	MIR4861	Activation
MYOD1	aa	MIR499A	Activation
MYOD1	aa	MSTN	Activation
MYOD1	aa	MYF6	Activation
MYOD1	aa	MYH1	Activation
MYOD1	aa	MYH3	Activation
MYOD1	aa	MYH4	Activation
MYOD1	aa	MYH7	Activation
MYOD1	aa	MYH7B	Activation
MYOD1	aa	MYH8	Activation
MYOD1	aa	MYL1	Activation
MYOD1	aa	MYL2	Activation
MYOD1	aa	MYL4	Activation
MYOD1	aa	MYLPF	Activation
MYOD1	aa	MYOG	Activation
MYOD1	aa	MYOZ1	Activation
MYOD1	aa	NEURL1	Activation
MYOD1	aa	NOTCH1	Activation
MYOD1	aa	NOTCH3	Activation
MYOD1	aa	NPTX1	Activation
MYOD1	aa	PAX3	Activation
MYOD1	aa	PAX7	Activation
MYOD1	aa	PITX3	Activation
MYOD1	aa	PNPLA8	Activation
MYOD1	aa	PPARGC1A	Activation
MYOD1	ii	RECK	Inhibition
MYOD1	aa	SEPW1	Activation
MYOD1	aa	SGCA	Activation
MYOD1	aa	SGCG	Activation
MYOD1	aa	SIX1	Activation
MYOD1	aa	SLC2A4	Activation
MYOD1	aa	SMAD7	Activation
MYOD1	aa	SNAI2	Activation
MYOD1	aa	SP7	Activation
MYOD1	aa	SUB1	Activation
MYOD1	aa	TCAP	Activation
MYOD1	aa	TEAD2	Activation
MYOD1	aa	TGFBR3	Activation
MYOD1	aa	TNNC1	Activation
MYOD1	aa	TNNC2	Activation
MYOD1	aa	TNNI2	Activation
MYOD1	aa	TNNT1	Activation
MYOD1	aa	TNNT2	Activation
MYOD1	aa	TP73	Activation
MYOD1	aa	TRAF6	Activation
MYOD1	aa	TRAF7	Activation
MYOD1	aa	TRIM72	Activation
MYOD1	aa	TTN	Activation
MYOD1	aa	UCP3	Activation
MYOD1	ii	UTRN	Inhibition
MYOD1	aa	ZBTB18	Activation
MYOG	aa	ACACB	Activation
MYOG	aa	ACHE	Activation
MYOG	aa	AGER	Activation
MYOG	aa	AMPD1	Activation
MYOG	aa	CASQ2	Activation
MYOG	aa	CAV3	Activation
MYOG	aa	CDH15	Activation
MYOG	aa	CDKN1A	Activation
MYOG	aa	CHRNA2	Activation
MYOG	aa	CHRND	Activation
MYOG	aa	CHRNG	Activation
MYOG	aa	CKM	Activation
MYOG	aa	CSRP3	Activation
MYOG	aa	DES	Activation
MYOG	aa	FBXO32	Activation
MYOG	aa	FGF6	Activation
MYOG	aa	FGFRL1	Activation
MYOG	aa	ITGA7	Activation
MYOG	aa	KLHL40	Activation
MYOG	aa	LDB3	Activation
MYOG	aa	MEF2C	Activation
MYOG	aa	MIR12	Activation
MYOG	aa	MIR133A1	Activation
MYOG	aa	MIR133A2	Activation
MYOG	aa	MIR206	Activation
MYOG	aa	MIR499A	Activation
MYOG	aa	MUSK	Activation
MYOG	aa	MYF6	Activation
MYOG	aa	MYH3	Activation
MYOG	aa	MYH7B	Activation
MYOG	aa	MYL4	Activation
MYOG	aa	MYLPF	Activation
MYOG	aa	MYOD1	Activation
MYOG	aa	NPPA	Activation
MYOG	ii	PAX7	Inhibition
MYOG	aa	PITX3	Activation
MYOG	aa	PPARGC1A	Activation
MYOG	aa	SMYD1	Activation
MYOG	aa	TCAP	Activation
MYOG	aa	TNNC2	Activation
MYOG	aa	TNNI2	Activation
MYOG	aa	TP73	Activation
MYOG	aa	TRIM55	Activation
MYOG	aa	TRIM72	Activation
MYOG	aa	TTN	Activation
MYOG	aa	ZNF106	Activation
MYRF	aa	CNTN2	Activation
MYRF	aa	MOG	Activation
MYRF	aa	NFASC	Activation
MYRF	aa	RFFL	Activation
MYSM1	aa	EBF1	Activation
MYSM1	aa	GFI1	Activation
MYSM1	aa	ID2	Activation
MYT1	ii	BDNF	Inhibition
MYT1	ii	ELAVL3	Inhibition
MYT1	aa	PLP1	Activation
MYT1	ii	PTEN	Inhibition
MZF1	aa	AXL	Activation
MZF1	aa	BLMH	Activation
MZF1	ii	CBFA2T3	Inhibition
MZF1	aa	CD14	Activation
MZF1	aa	CD320	Activation
MZF1	ii	CD34	Inhibition
MZF1	aa	CDH2	Activation
MZF1	aa	CTSB	Activation
MZF1	ii	EIF2AK1	Inhibition
MZF1	ii	ERCC1	Inhibition
MZF1	aa	F13A1	Activation
MZF1	aa	FGF2	Activation
MZF1	aa	FUT7	Activation
MZF1	aa	ITGAM	Activation
MZF1	aa	LCP2	Activation
MZF1	ii	MMP2	Inhibition
MZF1	ii	MS4A2	Inhibition
MZF1	ii	MYB	Inhibition
MZF1	aa	PADI1	Activation
MZF1	ii	PLXNB3	Inhibition
MZF1	aa	POLK	Activation
MZF1	aa	PRKCA	Activation
MZF1	aa	RRAS	Activation
MZF1	aa	SELL	Activation
MZF1	aa	SERPINA3	Activation
MZF1	ii	SLC47A2	Inhibition
MZF1	ii	SOD3	Inhibition
MZF1	aa	ST6GALNAC4	Activation
MZF1	ii	TERT	Inhibition
NAB1	ii	ALAS1	Inhibition
NAB1	ii	EGR1	Inhibition
NAB1	ii	IFNGR1	Inhibition
NAB1	ii	PTGES	Inhibition
NAB2	ii	ALAS1	Inhibition
NAB2	aa	BCAR1	Activation
NAB2	ii	COL1A2	Inhibition
NAB2	ii	EGR1	Inhibition
NAB2	ii	GFI1	Inhibition
NAB2	ii	ID2	Inhibition
NAB2	ii	ID4	Inhibition
NAB2	aa	IL2	Activation
NAB2	ii	RRAD	Inhibition
NANOG	aa	A2M	Activation
NANOG	aa	ABCG1	Activation
NANOG	aa	ACP6	Activation
NANOG	aa	ACTN3	Activation
NANOG	ii	ADAM17	Inhibition
NANOG	ii	AHR	Inhibition
NANOG	aa	AKAP12	Activation
NANOG	ii	ALPL	Inhibition
NANOG	ii	AMFR	Inhibition
NANOG	ii	ANKRD6	Inhibition
NANOG	ii	AQP3	Inhibition
NANOG	ii	ARL6IP5	Inhibition
NANOG	aa	ARRB1	Activation
NANOG	aa	ATP8A1	Activation
NANOG	aa	AURKC	Activation
NANOG	ii	B3GNT7	Inhibition
NANOG	aa	BAHCC1	Activation
NANOG	aa	BANF1	Activation
NANOG	ii	BCOR	Inhibition
NANOG	aa	BGLAP	Activation
NANOG	aa	BMP4	Activation
NANOG	ii	BMP7	Inhibition
NANOG	aa	BPHL	Activation
NANOG	aa	BPNT1	Activation
NANOG	aa	BRD2	Activation
NANOG	ii	BTLA	Inhibition
NANOG	aa	C7orf60	Activation
NANOG	ii	CAV1	Inhibition
NANOG	aa	CBX7	Activation
NANOG	aa	CCDC58	Activation
NANOG	aa	CCND1	Activation
NANOG	aa	CCNE2	Activation
NANOG	aa	CCNG2	Activation
NANOG	ii	CCRN4L	Inhibition
NANOG	ii	CDC25A	Inhibition
NANOG	aa	CDK1	Activation
NANOG	ii	CDX2	Inhibition
NANOG	ii	CGA	Inhibition
NANOG	aa	CHMP2A	Activation
NANOG	aa	CNNM1	Activation
NANOG	ii	CNTFR	Inhibition
NANOG	ii	COL18A1	Inhibition
NANOG	ii	COL5A2	Inhibition
NANOG	aa	CRYZL1	Activation
NANOG	ii	CSNK1A1	Inhibition
NANOG	ii	CSRNP3	Inhibition
NANOG	ii	CUL3	Inhibition
NANOG	ii	CXCL12	Inhibition
NANOG	ii	CYYR1	Inhibition
NANOG	ii	DAB1	Inhibition
NANOG	aa	DACT1	Activation
NANOG	ii	DCUN1D3	Inhibition
NANOG	ii	DDAH1	Inhibition
NANOG	aa	DDX28	Activation
NANOG	aa	DIDO1	Activation
NANOG	aa	DKC1	Activation
NANOG	ii	DKK1	Inhibition
NANOG	ii	DLL1	Inhibition
NANOG	ii	DLX1	Inhibition
NANOG	aa	DNAJC6	Activation
NANOG	aa	DNMT1	Activation
NANOG	aa	DNMT3B	Activation
NANOG	ii	DNMT3L	Inhibition
NANOG	aa	DPP4	Activation
NANOG	aa	DPPA4	Activation
NANOG	aa	DTD1	Activation
NANOG	aa	DTX3L	Activation
NANOG	ii	DUSP4	Inhibition
NANOG	ii	DUSP6	Inhibition
NANOG	aa	ECHS1	Activation
NANOG	aa	EEFSEC	Activation
NANOG	aa	EFCAB2	Activation
NANOG	aa	EGLN3	Activation
NANOG	aa	EMB	Activation
NANOG	aa	ENAH	Activation
NANOG	aa	ENO1	Activation
NANOG	ii	ENPP3	Inhibition
NANOG	aa	EPHB4	Activation
NANOG	aa	EPHX2	Activation
NANOG	aa	ERAS	Activation
NANOG	aa	ESRRB	Activation
NANOG	ii	ETS2	Inhibition
NANOG	ii	F11R	Inhibition
NANOG	ii	FAM129B	Inhibition
NANOG	aa	FAM162A	Activation
NANOG	aa	FAM60A	Activation
NANOG	ii	FAST-1/2	Inhibition
NANOG	aa	FBXO2	Activation
NANOG	aa	FCHO2	Activation
NANOG	aa	FEZ1	Activation
NANOG	aa	FGD1	Activation
NANOG	aa	FGF17	Activation
NANOG	aa	FGF19	Activation
NANOG	aa	FGF4	Activation
NANOG	ii	FGF5	Inhibition
NANOG	aa	FGFR1	Activation
NANOG	aa	FIGNL1	Activation
NANOG	aa	FOS	Activation
NANOG	ii	FOXA2	Inhibition
NANOG	ii	FOXB1	Inhibition
NANOG	aa	FOXD3	Activation
NANOG	ii	FOXJ1	Inhibition
NANOG	ii	FOXO1	Inhibition
NANOG	aa	FOXP1	Activation
NANOG	ii	FSCN1	Inhibition
NANOG	ii	FUNDC1	Inhibition
NANOG	aa	FZD5	Activation
NANOG	ii	GABARAPL2	Inhibition
NANOG	ii	GATA4	Inhibition
NANOG	ii	GATA6	Inhibition
NANOG	ii	GBX2	Inhibition
NANOG	aa	GDF3	Activation
NANOG	aa	GGPS1	Activation
NANOG	aa	GLI2	Activation
NANOG	ii	GLUL	Inhibition
NANOG	aa	GNG3	Activation
NANOG	aa	GSTA4	Activation
NANOG	aa	GSTT1	Activation
NANOG	aa	H2AFX	Activation
NANOG	ii	HAND1	Inhibition
NANOG	aa	HAUS1	Activation
NANOG	ii	HDC	Inhibition
NANOG	aa	HESX1	Activation
NANOG	aa	HEXB	Activation
NANOG	ii	HIC2	Inhibition
NANOG	ii	HIST1H1C	Inhibition
NANOG	aa	HIST1H2BH	Activation
NANOG	aa	HIST1H3D	Activation
NANOG	ii	HIST2H4A	Inhibition
NANOG	ii	HMGA2	Inhibition
NANOG	ii	HMGN5	Inhibition
NANOG	aa	HNRNPF	Activation
NANOG	ii	HOXA1	Inhibition
NANOG	ii	HSDL2	Inhibition
NANOG	ii	HSPB1	Inhibition
NANOG	aa	ID1	Activation
NANOG	aa	ID2	Activation
NANOG	ii	ID3	Inhibition
NANOG	aa	IER3	Activation
NANOG	ii	IGF2	Inhibition
NANOG	aa	IGF2BP2	Activation
NANOG	aa	IGF2BP3	Activation
NANOG	ii	IMPACT	Inhibition
NANOG	aa	INHBB	Activation
NANOG	ii	IRGM	Inhibition
NANOG	ii	ISL1	Inhibition
NANOG	ii	ITFG2	Inhibition
NANOG	ii	ITGA3	Inhibition
NANOG	aa	ITPKA	Activation
NANOG	aa	ITPR3	Activation
NANOG	aa	JUN	Activation
NANOG	aa	KAT6B	Activation
NANOG	aa	KDM5B	Activation
NANOG	aa	KDR	Activation
NANOG	ii	KIAA2013	Inhibition
NANOG	ii	KIFC1	Inhibition
NANOG	aa	KIT	Activation
NANOG	aa	KLF5	Activation
NANOG	ii	KRT18	Inhibition
NANOG	aa	L1TD1	Activation
NANOG	aa	LAPTM4B	Activation
NANOG	aa	LBR	Activation
NANOG	aa	LDHB	Activation
NANOG	ii	LEFTY2	Inhibition
NANOG	ii	LHX1	Inhibition
NANOG	ii	LHX2	Inhibition
NANOG	ii	LHX5	Inhibition
NANOG	aa	LIPH	Activation
NANOG	ii	LPAR4	Inhibition
NANOG	ii	LPAR6	Inhibition
NANOG	ii	LRPAP1	Inhibition
NANOG	aa	LRRC34	Activation
NANOG	ii	LRRN4	Inhibition
NANOG	ii	LURAP1L	Inhibition
NANOG	aa	MAP6	Activation
NANOG	aa	MIR92A1	Activation
NANOG	ii	MICU1	Inhibition
NANOG	aa	MID1	Activation
NANOG	aa	MIR17	Activation
NANOG	aa	MIR18A	Activation
NANOG	aa	MIR19A	Activation
NANOG	aa	MIR20A	Activation
NANOG	aa	MIR21	Activation
NANOG	aa	MIR302A	Activation
NANOG	aa	MIR302B	Activation
NANOG	aa	MIR302C	Activation
NANOG	aa	MIR302D	Activation
NANOG	aa	MIR367	Activation
NANOG	ii	MLEC	Inhibition
NANOG	aa	MMP2	Activation
NANOG	aa	MOB4	Activation
NANOG	aa	MRPS23	Activation
NANOG	aa	MSANTD3	Activation
NANOG	ii	MSX1	Inhibition
NANOG	ii	MSX2	Inhibition
NANOG	aa	MTF2	Activation
NANOG	aa	MTSS1	Activation
NANOG	aa	MYB	Activation
NANOG	ii	MYC	Inhibition
NANOG	aa	MYCL	Activation
NANOG	aa	NANP	Activation
NANOG	aa	NCAM1	Activation
NANOG	ii	NCOA3	Inhibition
NANOG	ii	NCOA5	Inhibition
NANOG	aa	NECAB2	Activation
NANOG	ii	NEFL	Inhibition
NANOG	ii	NEUROD1	Inhibition
NANOG	ii	NGFR	Inhibition
NANOG	ii	NODAL	Inhibition
NANOG	aa	NOTCH4	Activation
NANOG	aa	NPHS1	Activation
NANOG	aa	NTAN1	Activation
NANOG	ii	NUB1	Inhibition
NANOG	aa	OAS1	Activation
NANOG	aa	OCLN	Activation
NANOG	aa	OOEP	Activation
NANOG	ii	OTX2	Inhibition
NANOG	aa	PARVB	Activation
NANOG	ii	PAX6	Inhibition
NANOG	aa	PCNA	Activation
NANOG	aa	PCYT1B	Activation
NANOG	ii	PDGFA	Inhibition
NANOG	aa	PIM1	Activation
NANOG	ii	PLA2G7	Inhibition
NANOG	ii	PMAIP1	Inhibition
NANOG	ii	PNPLA3	Inhibition
NANOG	ii	POLD3	Inhibition
NANOG	aa	POLR3G	Activation
NANOG	aa	POLR3GL	Activation
NANOG	aa	POU5F1	Activation
NANOG	ii	PPP1R10	Inhibition
NANOG	ii	PPP2CB	Inhibition
NANOG	aa	PRDM14	Activation
NANOG	ii	PRICKLE1	Inhibition
NANOG	aa	PRMT8	Activation
NANOG	aa	PRSS50	Activation
NANOG	aa	PTGFRN	Activation
NANOG	aa	PTK2	Activation
NANOG	aa	RARA	Activation
NANOG	aa	RARG	Activation
NANOG	ii	RB1	Inhibition
NANOG	ii	RBM47	Inhibition
NANOG	aa	RBPJ	Activation
NANOG	aa	REST	Activation
NANOG	ii	RHBDD2	Inhibition
NANOG	ii	RHOB	Inhibition
NANOG	aa	RIF1	Activation
NANOG	ii	RLIM	Inhibition
NANOG	aa	RMND5B	Activation
NANOG	ii	RND3	Inhibition
NANOG	aa	RPAP1	Activation
NANOG	ii	RPIA	Inhibition
NANOG	aa	RRAS	Activation
NANOG	aa	SALL1	Activation
NANOG	aa	SALL4	Activation
NANOG	aa	SCARB2	Activation
NANOG	ii	SERINC5	Inhibition
NANOG	aa	SGK1	Activation
NANOG	aa	SH3GL2	Activation
NANOG	ii	SHROOM3	Inhibition
NANOG	ii	SIX1	Inhibition
NANOG	aa	SKIL	Activation
NANOG	aa	SLC16A1	Activation
NANOG	aa	SLC25A36	Activation
NANOG	ii	SLC35F2	Inhibition
NANOG	ii	SLC39A4	Inhibition
NANOG	aa	SLC46A3	Activation
NANOG	ii	SLC4A2	Inhibition
NANOG	aa	SLC6A15	Activation
NANOG	aa	SLC7A3	Activation
NANOG	ii	SLIT2	Inhibition
NANOG	aa	SMAD7	Activation
NANOG	ii	SNAI1	Inhibition
NANOG	aa	SNAPC3	Activation
NANOG	ii	SNX13	Inhibition
NANOG	ii	SOD2	Inhibition
NANOG	aa	SOX12	Activation
NANOG	aa	SOX2	Activation
NANOG	aa	SPP1	Activation
NANOG	ii	SQSTM1	Inhibition
NANOG	aa	STAG3	Activation
NANOG	ii	STAMBPL1	Inhibition
NANOG	aa	STAT3	Activation
NANOG	aa	STAT4	Activation
NANOG	ii	STK38L	Inhibition
NANOG	aa	SUB1	Activation
NANOG	ii	SYCP3	Inhibition
NANOG	aa	T	Activation
NANOG	ii	TBX5	Inhibition
NANOG	ii	TCEB3	Inhibition
NANOG	aa	TCL1A	Activation
NANOG	aa	TDGF1	Activation
NANOG	ii	TDRD3	Inhibition
NANOG	aa	TGFB1	Activation
NANOG	ii	THOC1	Inhibition
NANOG	aa	TIAM1	Activation
NANOG	ii	TM9SF3	Inhibition
NANOG	ii	TMEM109	Inhibition
NANOG	aa	TMEM180	Activation
NANOG	aa	TMSB10	Activation
NANOG	ii	TNFRSF19	Inhibition
NANOG	ii	TRIB2	Inhibition
NANOG	aa	TRIM22	Activation
NANOG	ii	TSPAN9	Inhibition
NANOG	ii	TYMP	Inhibition
NANOG	ii	UNC5B	Inhibition
NANOG	aa	VANGL1	Activation
NANOG	aa	VLDLR	Activation
NANOG	aa	YAP1	Activation
NANOG	aa	YES1	Activation
NANOG	ii	YIPF5	Inhibition
NANOG	aa	ZBTB18	Activation
NANOG	aa	ZBTB44	Activation
NANOG	ii	ZFHX3	Inhibition
NANOG	aa	ZFP42	Activation
NANOG	aa	ZIC2	Activation
NANOG	aa	ZIC3	Activation
NANOG	aa	ZNF22	Activation
NANOG	aa	ZSWIM1	Activation
NANOG	ii	ZWINT	Inhibition
NCOA1	aa	ABCA1	Activation
NCOA1	aa	ABCB11	Activation
NCOA1	aa	ABCC4	Activation
NCOA1	aa	ABCG1	Activation
NCOA1	aa	ADAM22	Activation
NCOA1	aa	ADIPOQ	Activation
NCOA1	aa	ADPGK	Activation
NCOA1	aa	ALDOB	Activation
NCOA1	aa	APOA2	Activation
NCOA1	aa	APOA5	Activation
NCOA1	aa	APOC3	Activation
NCOA1	aa	ATP2A1	Activation
NCOA1	aa	BCL2L1	Activation
NCOA1	aa	BCO1	Activation
NCOA1	aa	BGLAP	Activation
NCOA1	aa	BRCA1	Activation
NCOA1	aa	CCND1	Activation
NCOA1	ii	CD24	Inhibition
NCOA1	aa	CDC6	Activation
NCOA1	aa	CEBPA	Activation
NCOA1	aa	CEBPD	Activation
NCOA1	aa	CECR6	Activation
NCOA1	ii	COL1A2	Inhibition
NCOA1	aa	CRH	Activation
NCOA1	aa	CSF1	Activation
NCOA1	aa	CTSD	Activation
NCOA1	aa	CXCL10	Activation
NCOA1	aa	CXCL8	Activation
NCOA1	aa	CYP17A1	Activation
NCOA1	aa	CYP1A1	Activation
NCOA1	aa	CYP1B1	Activation
NCOA1	aa	CYP24A1	Activation
NCOA1	aa	CYP2C9	Activation
NCOA1	aa	CYP3A4	Activation
NCOA1	aa	CYP7A1	Activation
NCOA1	aa	EBAG9	Activation
NCOA1	aa	EFNA5	Activation
NCOA1	aa	EGFR	Activation
NCOA1	aa	EPO	Activation
NCOA1	aa	FABP1	Activation
NCOA1	aa	FABP7	Activation
NCOA1	aa	FASN	Activation
NCOA1	aa	GH1	Activation
NCOA1	aa	GPD2	Activation
NCOA1	aa	IGF1	Activation
NCOA1	aa	IL4	Activation
NCOA1	aa	IL6	Activation
NCOA1	aa	ITGA5	Activation
NCOA1	aa	JUNB	Activation
NCOA1	aa	KLF10	Activation
NCOA1	aa	KLF11	Activation
NCOA1	aa	KLK2	Activation
NCOA1	aa	KLK3	Activation
NCOA1	aa	LHB	Activation
NCOA1	aa	MAPK3	Activation
NCOA1	aa	MIR424	Activation
NCOA1	aa	MIR503	Activation
NCOA1	aa	MYC	Activation
NCOA1	aa	NFKBIA	Activation
NCOA1	aa	NRIP1	Activation
NCOA1	aa	OTC	Activation
NCOA1	aa	OXT	Activation
NCOA1	ii	PAWR	Inhibition
NCOA1	aa	PC	Activation
NCOA1	aa	PCK1	Activation
NCOA1	aa	POMC	Activation
NCOA1	aa	PPFIBP2	Activation
NCOA1	aa	PTMA	Activation
NCOA1	aa	S100B	Activation
NCOA1	aa	SCARB1	Activation
NCOA1	aa	SCNN1A	Activation
NCOA1	aa	SELE	Activation
NCOA1	aa	SMARCC1	Activation
NCOA1	aa	SOX4	Activation
NCOA1	aa	SREBP1 precursor	Activation
NCOA1	aa	STC1	Activation
NCOA1	aa	STEAP4	Activation
NCOA1	aa	SULT2A1	Activation
NCOA1	aa	TACC2	Activation
NCOA1	aa	TFF1	Activation
NCOA1	aa	THRSP	Activation
NCOA1	aa	TNF	Activation
NCOA1	aa	TP53INP1	Activation
NCOA1	aa	TWIST1	Activation
NCOA1	aa	UBE2C	Activation
NCOA1	aa	UCP3	Activation
NCOA1	aa	XBP1	Activation
NCOA2	aa	ABCA1	Activation
NCOA2	aa	ABCB11	Activation
NCOA2	aa	ABCG1	Activation
NCOA2	aa	ACTC1	Activation
NCOA2	aa	ADAM19	Activation
NCOA2	aa	ADIPOQ	Activation
NCOA2	aa	ARID4A	Activation
NCOA2	aa	ARNTL	Activation
NCOA2	aa	ATP2A1	Activation
NCOA2	aa	ATP2A2	Activation
NCOA2	aa	BCL2	Activation
NCOA2	aa	CA12	Activation
NCOA2	aa	CCND1	Activation
NCOA2	aa	CCND2	Activation
NCOA2	aa	CDKN1A	Activation
NCOA2	aa	CECR6	Activation
NCOA2	ii	COL1A2	Inhibition
NCOA2	aa	CRABP1	Activation
NCOA2	aa	CST5	Activation
NCOA2	aa	CTSD	Activation
NCOA2	aa	CXCL10	Activation
NCOA2	aa	CYP1A1	Activation
NCOA2	aa	CYP1B1	Activation
NCOA2	aa	CYP24A1	Activation
NCOA2	aa	CYP7A1	Activation
NCOA2	aa	DHRS9	Activation
NCOA2	aa	EBAG9	Activation
NCOA2	aa	FIGF	Activation
NCOA2	aa	G6PC	Activation
NCOA2	aa	GADD45G	Activation
NCOA2	aa	GATA4	Activation
NCOA2	aa	GH1	Activation
NCOA2	aa	GPD2	Activation
NCOA2	aa	GREB1	Activation
NCOA2	aa	HAND2	Activation
NCOA2	aa	HAVCR2	Activation
NCOA2	aa	IFIT1B	Activation
NCOA2	aa	IL17A	Activation
NCOA2	aa	ISG15	Activation
NCOA2	aa	ITGA6	Activation
NCOA2	aa	KLF11	Activation
NCOA2	aa	KLK3	Activation
NCOA2	aa	KLRC3	Activation
NCOA2	aa	KRT13	Activation
NCOA2	aa	KRT19	Activation
NCOA2	aa	MEF2A	Activation
NCOA2	aa	MEF2D	Activation
NCOA2	ii	MMP13	Inhibition
NCOA2	aa	MMP9	Activation
NCOA2	aa	MSMB	Activation
NCOA2	aa	MYC	Activation
NCOA2	aa	MYH6	Activation
NCOA2	aa	NFKBIA	Activation
NCOA2	aa	NKD1	Activation
NCOA2	aa	NKX2-5	Activation
NCOA2	aa	NR2C1	Activation
NCOA2	aa	OXT	Activation
NCOA2	aa	PCK1	Activation
NCOA2	aa	PER1	Activation
NCOA2	aa	PGR	Activation
NCOA2	aa	POMC	Activation
NCOA2	aa	PPARA	Activation
NCOA2	ii	PSEN2	Inhibition
NCOA2	aa	RARB	Activation
NCOA2	aa	REV-ERBalpha	Activation
NCOA2	aa	SFTPA1	Activation
NCOA2	aa	SFTPB	Activation
NCOA2	aa	SRF	Activation
NCOA2	aa	SULT2A1	Activation
NCOA2	aa	TFF1	Activation
NCOA2	aa	THRSP	Activation
NCOA2	aa	TMOD1	Activation
NCOA2	aa	TNNI3	Activation
NCOA2	aa	TSC22D3	Activation
NCOA2	aa	UCP3	Activation
NCOA2	aa	XBP1	Activation
NCOA3	aa	ABCC4	Activation
NCOA3	aa	ADORA1	Activation
NCOA3	aa	ADPGK	Activation
NCOA3	aa	AIFM1	Activation
NCOA3	aa	AKT1	Activation
NCOA3	aa	BCL2	Activation
NCOA3	aa	BLM	Activation
NCOA3	aa	BMI1	Activation
NCOA3	aa	BRCA1	Activation
NCOA3	aa	CA12	Activation
NCOA3	aa	CACNB1	Activation
NCOA3	aa	CAT	Activation
NCOA3	aa	CCNA2	Activation
NCOA3	aa	CCND1	Activation
NCOA3	aa	CCNE1	Activation
NCOA3	aa	CCNG2	Activation
NCOA3	aa	CDC6	Activation
NCOA3	aa	CDK2	Activation
NCOA3	aa	CGA	Activation
NCOA3	aa	CR2	Activation
NCOA3	aa	CTSD	Activation
NCOA3	aa	CYP1A1	Activation
NCOA3	aa	CYP1B1	Activation
NCOA3	aa	CYP26A1	Activation
NCOA3	aa	CYP2B6	Activation
NCOA3	aa	E2F1	Activation
NCOA3	aa	E2F3	Activation
NCOA3	aa	EBAG9	Activation
NCOA3	aa	ELOVL5	Activation
NCOA3	aa	EPO	Activation
NCOA3	aa	ERBB2	Activation
NCOA3	aa	FOXM1	Activation
NCOA3	aa	FSHB	Activation
NCOA3	aa	GREB1	Activation
NCOA3	aa	HMOX1	Activation
NCOA3	aa	HSF1	Activation
NCOA3	aa	IER3	Activation
NCOA3	aa	IGF1	Activation
NCOA3	aa	IGF2	Activation
NCOA3	aa	IL6	Activation
NCOA3	aa	IRS1	Activation
NCOA3	aa	IRS2	Activation
NCOA3	aa	IVNS1ABP	Activation
NCOA3	aa	JAK2	Activation
NCOA3	aa	KCTD3	Activation
NCOA3	aa	KLF4	Activation
NCOA3	aa	KLK3	Activation
NCOA3	aa	KLRC3	Activation
NCOA3	aa	KRT13	Activation
NCOA3	aa	LRRFIP2	Activation
NCOA3	aa	M6PR	Activation
NCOA3	aa	MIF	Activation
NCOA3	aa	MIR424	Activation
NCOA3	aa	MIR498	Activation
NCOA3	aa	MIR503	Activation
NCOA3	aa	MMP13	Activation
NCOA3	aa	MMP2	Activation
NCOA3	aa	MMP7	Activation
NCOA3	aa	MMP9	Activation
NCOA3	aa	MUC1	Activation
NCOA3	aa	MYC	Activation
NCOA3	aa	NANOG	Activation
NCOA3	aa	NFKBIA	Activation
NCOA3	aa	NR0B1	Activation
NCOA3	aa	NR2F2	Activation
NCOA3	aa	OSBPL5	Activation
NCOA3	aa	OTUB2	Activation
NCOA3	aa	OXT	Activation
NCOA3	aa	PAK7	Activation
NCOA3	aa	PCK1	Activation
NCOA3	aa	PGK1	Activation
NCOA3	aa	PGR	Activation
NCOA3	aa	PIK3CA	Activation
NCOA3	aa	PLAC1	Activation
NCOA3	aa	PPP6R2	Activation
NCOA3	aa	PRKRIR	Activation
NCOA3	aa	RARB	Activation
NCOA3	aa	RERG	Activation
